"Tariff name","Old rate","New rate","Change","Change text",""
"8481401000 - Of cast iron or steel","160","170","10","rate increased",""
"8482101000 - With greatest external diameter not exceeding 30 mm","160","170","10","rate increased",""
"8487101000 - Of bronze","160","170","10","rate increased",""
"8501000000 - Electric motors and generators (excluding generating sets)","160","170","10","rate increased",""
"8501101000 - Synchronous motors of an output not exceeding 18 W","160","170","10","rate increased",""
"8503001000 - Non-magnetic retaining rings","160","170","10","rate increased",""
"8506501000 - Cylindrical cells","160","170","10","rate increased",""
"8510100000 - Shavers","160","170","10","rate increased",""
"8512301000 - Burglar alarms of a kind used for motor vehicles","160","170","10","rate increased",""
"8512901000 - Of apparatus of subheading 8512 30 10","160","170","10","rate increased",""
"8514101000 - Bakery and biscuit ovens","160","170","10","rate increased",""
"8514201000 - Induction furnaces and ovens","160","170","10","rate increased",""
"8515801000 - For treating metals","160","170","10","rate increased",""
"8516601000 - Cookers (incorporating at least an oven and a hob)","160","170","10","rate increased",""
"8519201000 - Coin- or disc-operated record-players","160","170","10","rate increased",""
"8523801000 - Unrecorded","160","170","10","rate increased",""
"8530100000 - Equipment for railways or tramways","160","170","10","rate increased",""
"8533401000 - For a power handling capacity not exceeding 20 W","160","170","10","rate increased",""
"8535301000 - For a voltage of less than 72,5 kV","160","170","10","rate increased",""
"8536101000 - For a current not exceeding 10 A","160","170","10","rate increased",""
"8536201000 - For a current not exceeding 63 A","160","170","10","rate increased",""
"8536301000 - For a current not exceeding 16 A","160","170","10","rate increased",""
"8536900100 - Prefabricated elements for electrical circuits","160","170","10","rate increased",""
"8536901000 - Connections and contact elements for wire and cables","160","170","10","rate increased",""
"8537101000 - Numerical control panels with built-in automatic data-processing machine","160","170","10","rate increased",""
"8539901000 - Lamp bases","160","170","10","rate increased",""
"8540201000 - Television camera tubes","160","170","10","rate increased",""
"8541401000 - Light-emitting diodes (LED), including laser diodes","160","170","10","rate increased",""
"8543700100 - Articles specifically designed for connection to telegraphic or telephonic apparatus or instruments or to telegraphic or telephonic networks","160","170","10","rate increased",""
"8543701000 - Electrical machines with translation or dictionary functions","160","170","10","rate increased",""
"8544601000 - With copper conductors","160","170","10","rate increased",""
"8545901000 - Heating resistors","160","170","10","rate increased",""
"8546901000 - Of plastics","160","170","10","rate increased",""
"8548101000 - Spent primary cells, spent primary batteries","160","170","10","rate increased",""
"8601000000 - Rail locomotives powered from an external source of electricity or by electric accumulators","160","170","10","rate increased",""
"8609001000 - Containers with an anti-radiation lead covering, for the transport of radioactive materials","160","170","10","rate increased",""
"8701000000 - Tractors (other than tractors of heading 8709)","160","170","10","rate increased",""
"8701201000 - New","160","170","10","rate increased",""
"8702201000 - Of a cylinder capacity exceeding 2 500 cm3","160","170","10","rate increased",""
"8702301000 - Of a cylinder capacity exceeding 2 800 cm3","160","170","10","rate increased",""
"8703401000 - New","160","170","10","rate increased",""
"8703601000 - New","160","170","10","rate increased",""
"8703801000 - New","160","170","10","rate increased",""
"8704101000 - With compression-ignition internal combustion piston engine (diesel or semi-diesel), or with spark-ignition internal combustion piston engine","160","170","10","rate increased",""
"8707101000 - For industrial assembly purposes","160","170","10","rate increased",""
"8707901000 - For the industrial assembly of:Pedestrian-controlled tractors of subheading 8701 10;Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm3 or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm3;Special purpose motor vehicles of heading 8705","160","170","10","rate increased",""
"8708101000 - For the industrial assembly of:Vehicles of heading 8703;Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm3 or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm3;Vehicles of heading 8705","160","170","10","rate increased",""
"8708301000 - For the industrial assembly of:Pedestrian-controlled tractors of subheading 8701 10;Vehicles of heading 8703;Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm3 or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm3;Vehicles of heading 8705","160","170","10","rate increased",""
"8708701000 - For the industrial assembly of:Pedestrian-controlled tractors of subheading 8701 10;Vehicles of heading 8703;Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm3 or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm3;Vehicles of heading 8705","160","170","10","rate increased",""
"8711201000 - Scooters","160","170","10","rate increased",""
"8711301000 - Of a cylinder capacity exceeding 250 cm3 but not exceeding 380 cm3","160","170","10","rate increased",""
"8711601000 - Bicycles, tricycles and quadricycles, with pedal assistance, with an auxiliary electric motor with a continuous rated power not exceeding 250 watts","160","170","10","rate increased",""
"8714101000 - Brakes and parts thereof","160","170","10","rate increased",""
"8715001000 - Baby carriages","160","170","10","rate increased",""
"8716901000 - Chassis","160","170","10","rate increased",""
"8801000000 - Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft","160","170","10","rate increased",""
"8801001000 - Balloons and dirigibles; gliders and hang gliders","160","170","10","rate increased",""
"8801001010 - For civil use","160","170","10","rate increased",""
"8801001090 - Other","160","170","10","rate increased",""
"8801009000 - Other","160","170","10","rate increased",""
"8801009010 - For civil use","160","170","10","rate increased",""
"8801009090 - Other","160","170","10","rate increased",""
"8803901000 - Of kites","160","170","10","rate increased",""
"8805101000 - Aircraft launching gear and parts thereof","160","170","10","rate increased",""
"8901000000 - Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods","160","170","10","rate increased",""
"8901101000 - Seagoing","160","170","10","rate increased",""
"8901201000 - Seagoing","160","170","10","rate increased",""
"8901301000 - Seagoing","160","170","10","rate increased",""
"8901901000 - Seagoing","160","170","10","rate increased",""
"8902001000 - Seagoing","160","170","10","rate increased",""
"8903101000 - Of a weight not exceeding 100 kg each","160","170","10","rate increased",""
"8904001000 - Tugs","160","170","10","rate increased",""
"8905101000 - Seagoing","160","170","10","rate increased",""
"8905901000 - Seagoing","160","170","10","rate increased",""
"8906901000 - Seagoing","160","170","10","rate increased",""
